"annotation_id","annotator","bbox","created_at","id","label","lead_time","ocr","transcription","updated_at"
75,"1","[{""x"":14.811756935270806,""y"":12.15323645970938,""width"":81.08487450462353,""height"":73.31571994715985,""rotation"":0,""original_width"":32,""original_height"":46}]","2024-11-21T04:32:29.047285Z",60,"[{""x"":14.811756935270806,""y"":12.15323645970938,""width"":81.08487450462353,""height"":73.31571994715985,""rotation"":0,""labels"":[""З""],""original_width"":32,""original_height"":46}]",11.737,"/data/upload/8/b07dd5de-74.jpg","З","2024-11-21T04:32:29.047340Z"
76,"1","[{""x"":1.2681638044914134,""y"":15.323645970937912,""width"":91.51915455746368,""height"":76.48612945838838,""rotation"":0,""original_width"":20,""original_height"":32}]","2024-11-21T04:32:48.697313Z",61,"[{""x"":1.2681638044914134,""y"":15.323645970937912,""width"":91.51915455746368,""height"":76.48612945838838,""rotation"":0,""labels"":[""з""],""original_width"":20,""original_height"":32}]",17.768,"/data/upload/8/4549d359-73.jpg","з","2024-11-21T04:32:48.697366Z"
77,"1","[{""x"":6.484928545694728,""y"":14.927344782034346,""width"":81.42188062927825,""height"":75.69352708058125,""rotation"":0,""original_width"":22,""original_height"":30}]","2024-11-21T04:35:54.521400Z",62,"[{""x"":6.484928545694728,""y"":14.927344782034346,""width"":81.42188062927825,""height"":75.69352708058125,""rotation"":0,""labels"":[""з""],""original_width"":22,""original_height"":30}]",25.464,"/data/upload/8/0ecd96ba-72.jpg","з","2024-11-21T04:35:54.521460Z"
78,"1","[{""x"":9.457187462471477,""y"":22.324966974900924,""width"":82.17245106280772,""height"":70.01321003963011,""rotation"":0,""original_width"":22,""original_height"":35}]","2024-11-21T04:36:05.787303Z",63,"[{""x"":9.457187462471477,""y"":22.324966974900924,""width"":82.17245106280772,""height"":70.01321003963011,""rotation"":0,""labels"":[""з""],""original_width"":22,""original_height"":35}]",9.588,"/data/upload/8/3453cd04-71.jpg","з","2024-11-21T04:36:05.787420Z"
79,"1","[{""x"":3.7511008366358434,""y"":16.380449141347427,""width"":93.13077939233818,""height"":70.01321003963012,""rotation"":0,""original_width"":48,""original_height"":47}]","2024-11-21T04:36:22.255389Z",64,"[{""x"":3.7511008366358434,""y"":16.380449141347427,""width"":93.13077939233818,""height"":70.01321003963012,""rotation"":0,""labels"":[""Ж""],""original_width"":48,""original_height"":47}]",14.436,"/data/upload/8/7bcbb14b-70.jpg","Ж","2024-11-21T04:36:22.255455Z"
80,"1","[{""x"":7.372326372298266,""y"":12.021136063408191,""width"":90.52249922707216,""height"":79.26023778071334,""rotation"":0,""original_width"":47,""original_height"":43}]","2024-11-21T04:36:36.765275Z",65,"[{""x"":7.372326372298266,""y"":12.021136063408191,""width"":90.52249922707216,""height"":79.26023778071334,""rotation"":0,""labels"":[""Ж""],""original_width"":47,""original_height"":43}]",12.078,"/data/upload/8/bed1d308-69.jpg","Ж","2024-11-21T04:36:36.765361Z"
81,"1","[{""x"":1.2035813885219433,""y"":10.039630118890356,""width"":97.4900924702774,""height"":79.52443857331572,""rotation"":0,""original_width"":45,""original_height"":41}]","2024-11-21T04:36:47.487130Z",66,"[{""x"":1.2035813885219433,""y"":10.039630118890356,""width"":97.4900924702774,""height"":79.52443857331572,""rotation"":0,""labels"":[""Ж""],""original_width"":45,""original_height"":41}]",9.261,"/data/upload/8/b4aeb4f1-68.jpg","Ж","2024-11-21T04:36:47.487201Z"
82,"1","[{""x"":9.247027741083222,""y"":14.266842800528401,""width"":89.38793483047115,""height"":74.90092470277412,""rotation"":0,""original_width"":36,""original_height"":30}]","2024-11-21T04:36:58.170060Z",67,"[{""x"":9.247027741083222,""y"":14.266842800528401,""width"":89.38793483047115,""height"":74.90092470277412,""rotation"":0,""labels"":[""ж""],""original_width"":36,""original_height"":30}]",8.681,"/data/upload/8/d044297e-67.jpg","ж","2024-11-21T04:36:58.170123Z"
83,"1","[{""x"":3.6988110964332894,""y"":12.549537648612946,""width"":96.30118890356671,""height"":78.20343461030383,""rotation"":0,""original_width"":30,""original_height"":30}]","2024-11-21T04:37:10.365073Z",68,"[{""x"":3.6988110964332894,""y"":12.549537648612946,""width"":96.30118890356671,""height"":78.20343461030383,""rotation"":0,""labels"":[""ж""],""original_width"":30,""original_height"":30}]",10.85,"/data/upload/8/a3503af0-66.jpg","ж","2024-11-21T04:37:10.365134Z"
84,"1","[{""x"":0.2553940995156319,""y"":7.133421400264201,""width"":99.74460590048437,""height"":83.88375165125495,""rotation"":0,""original_width"":30,""original_height"":29}]","2024-11-21T04:37:22.056917Z",69,"[{""x"":0.2553940995156319,""y"":7.133421400264201,""width"":99.74460590048437,""height"":83.88375165125495,""rotation"":0,""labels"":[""ж""],""original_width"":30,""original_height"":29}]",10.084,"/data/upload/8/4321fe5d-65.jpg","ж","2024-11-21T04:37:22.056974Z"
85,"1","[{""x"":8.536988110964334,""y"":7.529722589167768,""width"":87.69815059445179,""height"":82.82694848084546,""rotation"":0,""original_width"":32,""original_height"":47}]","2024-11-21T04:37:39.784571Z",70,"[{""x"":8.536988110964334,""y"":7.529722589167768,""width"":87.69815059445179,""height"":82.82694848084546,""rotation"":0,""labels"":[""Ё""],""original_width"":32,""original_height"":47}]",15.726,"/data/upload/8/45b21461-64.jpg","Ё","2024-11-21T04:37:39.784629Z"
86,"1","[{""x"":11.175693527080583,""y"":0.9247027741083224,""width"":83.19682959048878,""height"":83.48745046235139,""rotation"":0,""original_width"":35,""original_height"":47}]","2024-11-21T04:37:51.797840Z",71,"[{""x"":11.175693527080583,""y"":0.9247027741083224,""width"":83.19682959048878,""height"":83.48745046235139,""rotation"":0,""labels"":[""Ё""],""original_width"":35,""original_height"":47}]",10.554,"/data/upload/8/6b8f0def-63.jpg","Ё","2024-11-21T04:37:51.797905Z"
87,"1","[{""x"":3.835804100004893,""y"":11.624834874504623,""width"":96.16419589999511,""height"":79.26023778071334,""rotation"":0,""original_width"":27,""original_height"":49}]","2024-11-21T04:38:05.133031Z",72,"[{""x"":3.835804100004893,""y"":11.624834874504623,""width"":96.16419589999511,""height"":79.26023778071334,""rotation"":0,""labels"":[""Ё""],""original_width"":27,""original_height"":49}]",11.714,"/data/upload/8/5b56101f-62.jpg","Ё","2024-11-21T04:38:05.133086Z"
88,"1","[{""x"":14.663143989431967,""y"":6.737120211360634,""width"":82.42464272847363,""height"":81.37384412153236,""rotation"":0,""original_width"":22,""original_height"":37}]","2024-11-21T04:38:20.076153Z",73,"[{""x"":14.663143989431967,""y"":6.737120211360634,""width"":82.42464272847363,""height"":81.37384412153236,""rotation"":0,""labels"":[""ё""],""original_width"":22,""original_height"":37}]",13.003,"/data/upload/8/092c3079-61.jpg","ё","2024-11-21T04:38:20.076280Z"
89,"1","[{""x"":13.065930106881229,""y"":2.906208718626156,""width"":82.68283895760777,""height"":89.43196829590488,""rotation"":0,""original_width"":22,""original_height"":34}]","2024-11-21T04:38:32.329662Z",74,"[{""x"":13.065930106881229,""y"":2.906208718626156,""width"":82.68283895760777,""height"":89.43196829590488,""rotation"":0,""labels"":[""ё""],""original_width"":22,""original_height"":34}]",10.377,"/data/upload/8/73bfb3ca-60.jpg","ё","2024-11-21T04:38:32.329745Z"
90,"1","[{""x"":19.859092910612063,""y"":18.494055482166445,""width"":76.27697049757816,""height"":74.63672391017174,""rotation"":0,""original_width"":24,""original_height"":41}]","2024-11-21T04:38:45.874126Z",75,"[{""x"":19.859092910612063,""y"":18.494055482166445,""width"":76.27697049757816,""height"":74.63672391017174,""rotation"":0,""labels"":[""ё""],""original_width"":24,""original_height"":41}]",11.358,"/data/upload/8/5af7d3ce-59.jpg","ё","2024-11-21T04:38:45.874180Z"
91,"1","[{""x"":10.874845527762393,""y"":9.64332892998679,""width"":89.12515447223761,""height"":78.86393659180978,""rotation"":0,""original_width"":31,""original_height"":44}]","2024-11-21T04:39:04.219254Z",76,"[{""x"":10.874845527762393,""y"":9.64332892998679,""width"":89.12515447223761,""height"":78.86393659180978,""rotation"":0,""labels"":[""Е""],""original_width"":31,""original_height"":44}]",16.37,"/data/upload/8/de9c85db-58.jpg","Е","2024-11-21T04:39:04.219307Z"
92,"1","[{""x"":14.290861054401343,""y"":10.7001321003963,""width"":83.89576077819142,""height"":81.37384412153236,""rotation"":0,""original_width"":33,""original_height"":42}]","2024-11-21T04:39:17.846097Z",77,"[{""x"":14.290861054401343,""y"":10.7001321003963,""width"":83.89576077819142,""height"":81.37384412153236,""rotation"":0,""labels"":[""Е""],""original_width"":33,""original_height"":42}]",11.544,"/data/upload/8/d962862b-57.jpg","Е","2024-11-21T04:39:17.846152Z"
93,"1","[{""x"":3.7912813738441207,""y"":5.680317040951123,""width"":92.25451343020696,""height"":78.73183619550858,""rotation"":0,""original_width"":30,""original_height"":41}]","2024-11-21T04:39:31.157952Z",78,"[{""x"":3.7912813738441207,""y"":5.680317040951123,""width"":92.25451343020696,""height"":78.73183619550858,""rotation"":0,""labels"":[""Е""],""original_width"":30,""original_height"":41}]",11.677,"/data/upload/8/b2bc8407-56.jpg","Е","2024-11-21T04:39:31.158005Z"
94,"1","[{""x"":13.94980184940555,""y"":14.134742404227213,""width"":86.05019815059445,""height"":74.10832232496698,""rotation"":0,""original_width"":20,""original_height"":33}]","2024-11-21T04:39:43.841046Z",79,"[{""x"":13.94980184940555,""y"":14.134742404227213,""width"":86.05019815059445,""height"":74.10832232496698,""rotation"":0,""labels"":[""е""],""original_width"":20,""original_height"":33}]",10.71,"/data/upload/8/d02d9dcd-55.jpg","е","2024-11-21T04:39:43.841101Z"
95,"1","[{""x"":12.483487450462352,""y"":12.813738441215325,""width"":81.43989431968298,""height"":73.18361955085865,""rotation"":0,""original_width"":22,""original_height"":33}]","2024-11-21T04:39:56.775517Z",80,"[{""x"":12.483487450462352,""y"":12.813738441215325,""width"":81.43989431968298,""height"":73.18361955085865,""rotation"":0,""labels"":[""е""],""original_width"":22,""original_height"":33}]",10.919,"/data/upload/8/d57ddfad-54.jpg","е","2024-11-21T04:39:56.775574Z"
96,"1","[{""x"":8.646571394259638,""y"":17.701453104359313,""width"":81.60201753332532,""height"":80.05284015852047,""rotation"":0,""original_width"":22,""original_height"":30}]","2024-11-21T04:40:12.061005Z",81,"[{""x"":8.646571394259638,""y"":17.701453104359313,""width"":81.60201753332532,""height"":80.05284015852047,""rotation"":0,""labels"":[""е""],""original_width"":22,""original_height"":30}]",13.618,"/data/upload/8/72c6512c-53.jpg","е","2024-11-21T04:40:12.061067Z"
97,"1","[{""x"":1.6656136924932514,""y"":13.0779392338177,""width"":98.33438630750675,""height"":85.60105680317041,""rotation"":0,""original_width"":23,""original_height"":29}]","2024-11-21T04:40:29.042583Z",82,"[{""x"":1.6656136924932514,""y"":13.0779392338177,""width"":98.33438630750675,""height"":85.60105680317041,""rotation"":0,""labels"":[""д""],""original_width"":23,""original_height"":29}]",14.391,"/data/upload/8/09df8ec0-52.jpg","д","2024-11-21T04:40:29.042638Z"
98,"1","[{""x"":16.519502190085518,""y"":8.982826948480845,""width"":83.48049780991448,""height"":85.46895640686921,""rotation"":0,""original_width"":38,""original_height"":44}]","2024-11-21T04:40:41.801564Z",83,"[{""x"":16.519502190085518,""y"":8.982826948480845,""width"":83.48049780991448,""height"":85.46895640686921,""rotation"":0,""labels"":[""Д""],""original_width"":38,""original_height"":44}]",11.261,"/data/upload/8/2946fe5f-51.jpg","Д","2024-11-21T04:40:41.801609Z"
99,"1","[{""x"":17.179495440925347,""y"":6.472919418758257,""width"":80.9098817540355,""height"":89.82826948480846,""rotation"":0,""original_width"":41,""original_height"":43}]","2024-11-21T04:40:58.103118Z",84,"[{""x"":17.179495440925347,""y"":6.472919418758257,""width"":80.9098817540355,""height"":89.82826948480846,""rotation"":0,""labels"":[""Д""],""original_width"":41,""original_height"":43}]",14.802,"/data/upload/8/a47c9687-50.jpg","Д","2024-11-21T04:40:58.103163Z"
100,"1","[{""x"":6.391626867188293,""y"":12.417437252311757,""width"":87.92805609186058,""height"":76.48612945838838,""rotation"":0,""original_width"":26,""original_height"":34}]","2024-11-21T04:41:13.090598Z",85,"[{""x"":6.391626867188293,""y"":12.417437252311757,""width"":87.92805609186058,""height"":76.48612945838838,""rotation"":0,""labels"":[""д""],""original_width"":26,""original_height"":34}]",12.709,"/data/upload/8/f215df24-49.jpg","д","2024-11-21T04:41:13.090651Z"
101,"1","[{""x"":20.252357308796064,""y"":19.418758256274767,""width"":78.06677902792329,""height"":69.0885072655218,""rotation"":0,""original_width"":29,""original_height"":38}]","2024-11-21T04:41:25.081655Z",86,"[{""x"":20.252357308796064,""y"":19.418758256274767,""width"":78.06677902792329,""height"":69.0885072655218,""rotation"":0,""labels"":[""д""],""original_width"":29,""original_height"":38}]",10.298,"/data/upload/8/8acebf86-48.jpg","д","2024-11-21T04:41:25.081718Z"
102,"1","[{""x"":12.340958075505805,""y"":16.248348745046233,""width"":84.99617604115969,""height"":78.20343461030383,""rotation"":0,""original_width"":38,""original_height"":50}]","2024-11-21T04:41:39.133766Z",87,"[{""x"":12.340958075505805,""y"":16.248348745046233,""width"":84.99617604115969,""height"":78.20343461030383,""rotation"":0,""labels"":[""Д""],""original_width"":38,""original_height"":50}]",11.921,"/data/upload/8/8e3d3c7b-47.jpg","Д","2024-11-21T04:41:39.133856Z"
103,"1","[{""x"":11.171919230043404,""y"":5.019815059445178,""width"":88.8280807699566,""height"":87.05416116248348,""rotation"":0,""original_width"":28,""original_height"":37}]","2024-11-21T04:41:54.175583Z",88,"[{""x"":11.171919230043404,""y"":5.019815059445178,""width"":88.8280807699566,""height"":87.05416116248348,""rotation"":0,""labels"":[""Г""],""original_width"":28,""original_height"":37}]",12.364,"/data/upload/8/67c581a4-46.jpg","Г","2024-11-21T04:41:54.175683Z"
104,"1","[{""x"":17.02962823174184,""y"":17.701453104359317,""width"":75.03679939611249,""height"":69.35270805812418,""rotation"":0,""original_width"":35,""original_height"":47}]","2024-11-21T04:42:04.968062Z",89,"[{""x"":17.02962823174184,""y"":17.701453104359317,""width"":75.03679939611249,""height"":69.35270805812418,""rotation"":0,""labels"":[""Г""],""original_width"":35,""original_height"":47}]",9.257,"/data/upload/8/eae347ee-45.jpg","Г","2024-11-21T04:42:04.968117Z"
105,"1","[{""x"":14.48701012769705,""y"":10.700132100396303,""width"":81.65405708338338,""height"":73.57992073976223,""rotation"":0,""original_width"":33,""original_height"":47}]","2024-11-21T04:42:15.396709Z",90,"[{""x"":14.48701012769705,""y"":10.700132100396303,""width"":81.65405708338338,""height"":73.57992073976223,""rotation"":0,""labels"":[""Г""],""original_width"":33,""original_height"":47}]",8.854,"/data/upload/8/0afb7734-44.jpg","Г","2024-11-21T04:42:15.396767Z"
106,"1","[{""x"":6.869220607661823,""y"":16.77675033025099,""width"":89.2998678996037,""height"":63.936591809775436,""rotation"":0,""original_width"":18,""original_height"":36}]","2024-11-21T04:42:25.679570Z",91,"[{""x"":6.869220607661823,""y"":16.77675033025099,""width"":89.2998678996037,""height"":63.936591809775436,""rotation"":0,""labels"":[""г""],""original_width"":18,""original_height"":36}]",8.346,"/data/upload/8/8bc405e6-43.jpg","г","2024-11-21T04:42:25.679624Z"
107,"1","[{""x"":3.5226772346983704,""y"":11.492734478203435,""width"":93.79128137384411,""height"":75.29722589167768,""rotation"":0,""original_width"":18,""original_height"":30}]","2024-11-21T04:42:36.432586Z",92,"[{""x"":3.5226772346983704,""y"":11.492734478203435,""width"":93.79128137384411,""height"":75.29722589167768,""rotation"":0,""labels"":[""г""],""original_width"":18,""original_height"":30}]",9.401,"/data/upload/8/7c73d21d-42.jpg","г","2024-11-21T04:42:36.432644Z"
108,"1","[{""x"":5.172773413057081,""y"":10.700132100396301,""width"":90.09247027741083,""height"":74.37252311756936,""rotation"":0,""original_width"":19,""original_height"":31}]","2024-11-21T04:42:48.121457Z",93,"[{""x"":5.172773413057081,""y"":10.700132100396301,""width"":90.09247027741083,""height"":74.37252311756936,""rotation"":0,""labels"":[""г""],""original_width"":19,""original_height"":31}]",9.873,"/data/upload/8/48d68c1b-41.jpg","г","2024-11-21T04:42:48.121549Z"
109,"1","[{""x"":10.072655217965654,""y"":11.360634081902246,""width"":83.05812417437252,""height"":76.48612945838838,""rotation"":0,""original_width"":24,""original_height"":30}]","2024-11-21T04:43:08.491029Z",94,"[{""x"":10.072655217965654,""y"":11.360634081902246,""width"":83.05812417437252,""height"":76.48612945838838,""rotation"":0,""labels"":[""в""],""original_width"":24,""original_height"":30}]",16.484,"/data/upload/8/aaa30ea9-40.jpg","в","2024-11-21T04:43:08.491098Z"
110,"1","[{""x"":16.6776750330251,""y"":9.247027741083222,""width"":81.90224570673712,""height"":76.75033025099074,""rotation"":0,""original_width"":36,""original_height"":45}]","2024-11-21T04:43:21.784560Z",95,"[{""x"":16.6776750330251,""y"":9.247027741083222,""width"":81.90224570673712,""height"":76.75033025099074,""rotation"":0,""labels"":[""В""],""original_width"":36,""original_height"":45}]",11.603,"/data/upload/8/91fd94b7-39.jpg","В","2024-11-21T04:43:21.784614Z"
111,"1","[{""x"":11.652856170689722,""y"":11.756935270805812,""width"":83.21124054281253,""height"":82.03434610303832,""rotation"":0,""original_width"":33,""original_height"":41}]","2024-11-21T04:43:37.035829Z",96,"[{""x"":11.652856170689722,""y"":11.756935270805812,""width"":83.21124054281253,""height"":82.03434610303832,""rotation"":0,""labels"":[""В""],""original_width"":33,""original_height"":41}]",12.504,"/data/upload/8/7c97a2e7-38.jpg","В","2024-11-21T04:43:37.035950Z"
112,"1","[{""x"":10.476135776233415,""y"":18.361955085865258,""width"":86.6463729825972,""height"":58.65257595772786,""rotation"":0,""original_width"":23,""original_height"":38}]","2024-11-21T04:43:51.434523Z",97,"[{""x"":10.476135776233415,""y"":18.361955085865258,""width"":86.6463729825972,""height"":58.65257595772786,""rotation"":0,""labels"":[""в""],""original_width"":23,""original_height"":38}]",11.138,"/data/upload/8/125a4774-37.jpg","в","2024-11-21T04:43:51.434582Z"
113,"1","[{""x"":10.215763980625276,""y"":12.417437252311757,""width"":85.42492294143548,""height"":72.6552179656539,""rotation"":0,""original_width"":33,""original_height"":44}]","2024-11-21T04:44:07.203578Z",98,"[{""x"":10.215763980625276,""y"":12.417437252311757,""width"":85.42492294143548,""height"":72.6552179656539,""rotation"":0,""labels"":[""В""],""original_width"":33,""original_height"":44}]",10.652,"/data/upload/8/5d9070a1-36.jpg","В","2024-11-21T04:44:07.203631Z"
114,"1","[{""x"":1.140867058964813,""y"":27.344782034346103,""width"":96.06100636483725,""height"":58.3883751651255,""rotation"":0,""original_width"":22,""original_height"":38}]","2024-11-21T04:44:48.503682Z",99,"[{""x"":1.140867058964813,""y"":27.344782034346103,""width"":96.06100636483725,""height"":58.3883751651255,""rotation"":0,""labels"":[""в""],""original_width"":22,""original_height"":38}]",11.318,"/data/upload/8/386b4587-35.jpg","в","2024-11-21T04:44:48.503737Z"
115,"1","[{""x"":7.001321003963012,""y"":8.58652575957728,""width"":91.14927344782035,""height"":90.75297225891677,""rotation"":0,""original_width"":36,""original_height"":36}]","2024-11-21T05:00:21.538465Z",100,"[{""x"":7.001321003963012,""y"":8.58652575957728,""width"":91.14927344782035,""height"":90.75297225891677,""rotation"":0,""labels"":[""Ф""],""original_width"":36,""original_height"":36}]",15.647,"/data/upload/8/c2d8a17a-149.jpg","Ф","2024-11-21T05:00:21.538544Z"
116,"1","[{""x"":0.7749889916336415,""y"":5.019815059445178,""width"":97.26111845002201,""height"":93.92338177014531,""rotation"":0,""original_width"":30,""original_height"":44}]","2024-11-21T05:00:36.238012Z",101,"[{""x"":0.7749889916336415,""y"":5.019815059445178,""width"":97.26111845002201,""height"":93.92338177014531,""rotation"":0,""labels"":[""ф""],""original_width"":30,""original_height"":44}]",12.518,"/data/upload/8/7b68c6b0-148.jpg","ф","2024-11-21T05:00:36.238070Z"
117,"1","[{""x"":6.388855530202954,""y"":7.793923381770146,""width"":93.61114446979704,""height"":91.28137384412153,""rotation"":0,""original_width"":33,""original_height"":38}]","2024-11-21T05:00:48.024577Z",102,"[{""x"":6.388855530202954,""y"":7.793923381770146,""width"":93.61114446979704,""height"":91.28137384412153,""rotation"":0,""labels"":[""У""],""original_width"":33,""original_height"":38}]",10.338,"/data/upload/8/3dda82a0-147.jpg","У","2024-11-21T05:00:48.024630Z"
118,"1","[{""x"":1.46411272567151,""y"":10.700132100396301,""width"":97.0497578159401,""height"":85.33685601056803,""rotation"":0,""original_width"":24,""original_height"":38}]","2024-11-21T05:01:02.497585Z",103,"[{""x"":1.46411272567151,""y"":10.700132100396301,""width"":97.0497578159401,""height"":85.33685601056803,""rotation"":0,""labels"":[""у""],""original_width"":24,""original_height"":38}]",13.099,"/data/upload/8/b7a35c0c-146.jpg","у","2024-11-21T05:01:02.497637Z"
119,"1","[{""x"":8.942180672695864,""y"":11.360634081902246,""width"":89.62503810588355,""height"":83.48745046235138,""rotation"":0,""original_width"":26,""original_height"":40}]","2024-11-21T05:01:14.536122Z",104,"[{""x"":8.942180672695864,""y"":11.360634081902246,""width"":89.62503810588355,""height"":83.48745046235138,""rotation"":0,""labels"":[""у""],""original_width"":26,""original_height"":40}]",10.557,"/data/upload/8/9b128588-145.jpg","у","2024-11-21T05:01:14.536195Z"
120,"1","[{""x"":5.326287978863936,""y"":6.737120211360632,""width"":91.6565389696169,""height"":86.12945838837516,""rotation"":0,""original_width"":25,""original_height"":42}]","2024-11-21T05:01:27.401146Z",105,"[{""x"":5.326287978863936,""y"":6.737120211360632,""width"":91.6565389696169,""height"":86.12945838837516,""rotation"":0,""labels"":[""у""],""original_width"":25,""original_height"":42}]",10.628,"/data/upload/8/b87bcf0b-144.jpg","у","2024-11-21T05:01:27.401201Z"
121,"1","[{""x"":8.92998678996037,""y"":11.492734478203435,""width"":89.81505944517835,""height"":84.80845442536328,""rotation"":0,""original_width"":30,""original_height"":39}]","2024-11-21T05:01:39.981497Z",106,"[{""x"":8.92998678996037,""y"":11.492734478203435,""width"":89.81505944517835,""height"":84.80845442536328,""rotation"":0,""labels"":[""У""],""original_width"":30,""original_height"":39}]",10.951,"/data/upload/8/087844ba-143.jpg","У","2024-11-21T05:01:39.981564Z"
122,"1","[{""x"":10.832232496697488,""y"":7.26552179656539,""width"":86.48860634081902,""height"":81.63804491413474,""rotation"":0,""original_width"":32,""original_height"":41}]","2024-11-21T05:01:52.063379Z",107,"[{""x"":10.832232496697488,""y"":7.26552179656539,""width"":86.48860634081902,""height"":81.63804491413474,""rotation"":0,""labels"":[""У""],""original_width"":32,""original_height"":41}]",10.556,"/data/upload/8/71116076-142.jpg","У","2024-11-21T05:01:52.063418Z"
123,"1","[{""x"":0,""y"":17.569352708058126,""width"":94.98713759299173,""height"":78.20343461030382,""rotation"":0,""original_width"":19,""original_height"":27}]","2024-11-21T05:02:08.104691Z",108,"[{""x"":0,""y"":17.569352708058126,""width"":94.98713759299173,""height"":78.20343461030382,""rotation"":0,""labels"":[""т""],""original_width"":19,""original_height"":27}]",13.718,"/data/upload/8/8ecfc03d-141.jpg","т","2024-11-21T05:02:08.104750Z"
126,"1","[{""x"":16.352427845162325,""y"":6.869220607661823,""width"":83.1391857811937,""height"":78.86393659180979,""rotation"":0,""original_width"":33,""original_height"":43}]","2024-11-21T05:02:47.129183Z",109,"[{""x"":16.352427845162325,""y"":6.869220607661823,""width"":83.1391857811937,""height"":78.86393659180979,""rotation"":0,""labels"":[""Т""],""original_width"":33,""original_height"":43}]",11.234,"/data/upload/8/674003f1-140.jpg","Т","2024-11-21T05:02:47.129246Z"
124,"1","[{""x"":9.247027741083224,""y"":15.191545574636725,""width"":90.25099075297227,""height"":75.56142668428005,""rotation"":0,""original_width"":20,""original_height"":28}]","2024-11-21T05:02:22.576722Z",110,"[{""x"":9.247027741083224,""y"":15.191545574636725,""width"":90.25099075297227,""height"":75.56142668428005,""rotation"":0,""labels"":[""т""],""original_width"":20,""original_height"":28}]",12.064,"/data/upload/8/d9eb5dae-139.jpg","т","2024-11-21T05:02:22.576789Z"
125,"1","[{""x"":0.37907070242949864,""y"":24.834874504623514,""width"":93.63046350008617,""height"":69.0885072655218,""rotation"":0,""original_width"":23,""original_height"":33}]","2024-11-21T05:02:33.841413Z",111,"[{""x"":0.37907070242949864,""y"":24.834874504623514,""width"":93.63046350008617,""height"":69.0885072655218,""rotation"":0,""labels"":[""т""],""original_width"":23,""original_height"":33}]",9.617,"/data/upload/8/7f6d3dfe-138.jpg","т","2024-11-21T05:02:33.841491Z"
127,"1","[{""x"":10.73848382835471,""y"":9.247027741083222,""width"":87.27148762091446,""height"":80.71334214002641,""rotation"":0,""original_width"":31,""original_height"":40}]","2024-11-21T05:02:59.708165Z",112,"[{""x"":10.73848382835471,""y"":9.247027741083222,""width"":87.27148762091446,""height"":80.71334214002641,""rotation"":0,""labels"":[""Т""],""original_width"":31,""original_height"":40}]",10.029,"/data/upload/8/67de17c9-137.jpg","Т","2024-11-21T05:02:59.708221Z"
128,"1","[{""x"":11.554381329810655,""y"":10.96433289299868,""width"":85.93571114046674,""height"":79.78863936591809,""rotation"":0,""original_width"":30,""original_height"":41}]","2024-11-21T05:03:24.637666Z",113,"[{""x"":11.554381329810655,""y"":10.96433289299868,""width"":85.93571114046674,""height"":79.78863936591809,""rotation"":0,""labels"":[""Т""],""original_width"":30,""original_height"":41}]",14.318,"/data/upload/8/edcfb945-136.jpg","Т","2024-11-21T05:03:24.637707Z"
129,"1","[{""x"":9.874504623513872,""y"":15.191545574636725,""width"":89.82001321003963,""height"":74.37252311756936,""rotation"":0,""original_width"":32,""original_height"":46}]","2024-11-21T05:03:58.013920Z",114,"[{""x"":9.874504623513872,""y"":15.191545574636725,""width"":89.82001321003963,""height"":74.37252311756936,""rotation"":0,""labels"":[""С""],""original_width"":32,""original_height"":46}]",10.876,"/data/upload/8/f8c0e97f-135.jpg","С","2024-11-21T05:03:58.013988Z"
130,"1","[{""x"":14.278851927464872,""y"":10.700132100396301,""width"":83.53949001240942,""height"":82.43064729194188,""rotation"":0,""original_width"":33,""original_height"":41}]","2024-11-21T05:04:09.254176Z",115,"[{""x"":14.278851927464872,""y"":10.700132100396301,""width"":83.53949001240942,""height"":82.43064729194188,""rotation"":0,""labels"":[""С""],""original_width"":33,""original_height"":41}]",9.696,"/data/upload/8/ffc91b94-134.jpg","С","2024-11-21T05:04:09.254234Z"
131,"1","[{""x"":12.787318361955085,""y"":11.756935270805812,""width"":83.20060388752596,""height"":78.46763540290621,""rotation"":0,""original_width"":35,""original_height"":44}]","2024-11-21T05:04:19.939241Z",116,"[{""x"":12.787318361955085,""y"":11.756935270805812,""width"":83.20060388752596,""height"":78.46763540290621,""rotation"":0,""labels"":[""С""],""original_width"":35,""original_height"":44}]",9.325,"/data/upload/8/e4d6a0a2-133.jpg","С","2024-11-21T05:04:19.939298Z"
132,"1","[{""x"":9.247027741083224,""y"":9.907529722589167,""width"":87.84676354029062,""height"":88.2430647291942,""rotation"":0,""original_width"":20,""original_height"":28}]","2024-11-21T05:04:31.510877Z",117,"[{""x"":9.247027741083224,""y"":9.907529722589167,""width"":87.84676354029062,""height"":88.2430647291942,""rotation"":0,""labels"":[""с""],""original_width"":20,""original_height"":28}]",9.941,"/data/upload/8/7203383b-132.jpg","с","2024-11-21T05:04:31.510997Z"
133,"1","[{""x"":9.595292422240902,""y"":16.90885072655218,""width"":81.25375285216765,""height"":71.20211360634082,""rotation"":0,""original_width"":22,""original_height"":34}]","2024-11-21T05:04:42.346655Z",118,"[{""x"":9.595292422240902,""y"":16.90885072655218,""width"":81.25375285216765,""height"":71.20211360634082,""rotation"":0,""labels"":[""с""],""original_width"":22,""original_height"":34}]",9.426,"/data/upload/8/1e2337b3-131.jpg","с","2024-11-21T05:04:42.346712Z"
